Gender,Marital_Status,Income_Category,Customer_Age,Credit_Limit,Total_Revolving_Bal
F,Divorced,Less than $40K,43,2525.0,1595
F,Married,Less than $40K,38,2450.0,1981
F,Married,Unknown,36,3926.0,1760
F,Single,Less than $40K,40,1438.3,0
F,Single,Unknown,51,4789.0,2203
F,Unknown,Less than $40K,41,2864.0,1928
F,Single,Unknown,43,4607.0,2440
F,Unknown,Less than $40K,43,1971.0,979
F,Married,Less than $40K,53,1473.0,0
F,Single,$40K - $60K,55,3187.0,1437
F,Married,Less than $40K,38,5589.0,0
F,Married,Less than $40K,42,2346.0,1373
F,Single,Less than $40K,34,1438.3,0
F,Single,Less than $40K,40,1826.0,944
F,Married,$40K - $60K,40,2208.0,0
F,Married,Less than $40K,35,1476.0,0
F,Single,Less than $40K,51,2927.0,1499
M,Unknown,$80K - $120K,53,4778.0,1869
F,Divorced,Less than $40K,43,1438.3,743
F,Single,$40K - $60K,46,16239.0,1487
M,Married,$120K +,37,11726.0,1925
F,Married,Unknown,47,1438.3,0
F,Married,Less than $40K,45,2647.0,1288
F,Married,Unknown,50,2492.0,1410
F,Single,Unknown,46,2418.0,1106
M,Single,$120K +,50,17827.0,0
F,Divorced,$40K - $60K,49,1438.3,0
F,Single,Less than $40K,54,1764.0,0
F,Married,Less than $40K,47,1776.0,1519
M,Married,$120K +,46,1438.3,0
F,Single,Unknown,47,1491.0,0
F,Married,Less than $40K,46,2552.0,1879
F,Single,Less than $40K,42,2996.0,1992
F,Married,$40K - $60K,44,1701.0,775
F,Single,Unknown,53,3998.0,0
F,Unknown,Less than $40K,46,3025.0,2491
F,Single,Less than $40K,48,3251.0,2517
M,Single,$60K - $80K,51,3031.0,1787
M,Single,$60K - $80K,57,33211.0,0
F,Divorced,Less than $40K,59,1863.0,1853
F,Single,Less than $40K,35,2691.0,1935
F,Single,Less than $40K,45,2288.0,1249
F,Unknown,Less than $40K,42,3413.0,0
M,Married,$40K - $60K,40,15471.0,1291
F,Married,Less than $40K,40,2038.0,793
F,Unknown,Less than $40K,47,1953.0,1089
F,Unknown,$40K - $60K,43,4430.0,2203
F,Unknown,Less than $40K,44,3398.0,2415
F,Married,Unknown,48,2021.0,1186
F,Single,Less than $40K,53,2329.0,2290
F,Married,Less than $40K,34,1696.0,0
F,Married,Unknown,52,4222.0,0
M,Divorced,$80K - $120K,45,6614.0,1881
F,Single,Less than $40K,42,3241.0,0
F,Married,Less than $40K,48,4204.0,0
F,Single,Less than $40K,34,3234.0,971
F,Single,$40K - $60K,40,2473.0,2332
M,Single,$60K - $80K,42,4836.0,493
F,Married,Less than $40K,55,1438.3,0
F,Single,Less than $40K,44,1438.3,541
M,Single,Less than $40K,45,1438.3,1060
F,Unknown,Less than $40K,57,12675.0,2422
F,Single,Less than $40K,44,2228.0,0
F,Married,Less than $40K,40,2813.0,2208
F,Single,Less than $40K,42,3223.0,0
F,Married,$40K - $60K,55,2653.0,0
F,Married,Less than $40K,45,2745.0,2463
M,Divorced,$120K +,40,34516.0,0
F,Married,Less than $40K,52,2516.0,1486
F,Divorced,Less than $40K,46,1870.0,1785
F,Single,Unknown,56,3934.0,2517
F,Married,Less than $40K,49,3038.0,2133
F,Single,Less than $40K,53,1982.0,1276
F,Divorced,Unknown,31,1623.0,0
M,Single,$120K +,55,3088.0,1743
F,Single,Unknown,44,8064.0,2417
F,Single,Unknown,56,10016.0,1872
F,Married,Unknown,54,4523.0,1841
F,Single,Less than $40K,53,1944.0,1140
F,Married,Unknown,46,6083.0,1716
F,Married,Unknown,38,2425.0,1396
F,Single,$40K - $60K,56,2607.0,1702
F,Single,Less than $40K,53,1953.0,1215
M,Unknown,$60K - $80K,41,5813.0,1614
F,Single,Less than $40K,43,1438.3,0
F,Married,$40K - $60K,41,1588.0,0
F,Single,Less than $40K,62,3749.0,1980
F,Divorced,$40K - $60K,42,3734.0,2517
F,Married,Unknown,56,1796.0,1243
F,Divorced,Less than $40K,45,3223.0,243
F,Married,$40K - $60K,33,2748.0,1867
F,Married,Less than $40K,57,2448.0,0
F,Married,Less than $40K,49,2548.0,1998
F,Married,Less than $40K,46,1489.0,949
F,Married,Unknown,38,8953.0,0
F,Single,Unknown,50,3187.0,986
F,Single,Less than $40K,51,1757.0,0
M,Unknown,$60K - $80K,52,2597.0,1740
F,Single,Unknown,45,5999.0,658
F,Married,Less than $40K,56,3617.0,878
F,Single,Less than $40K,56,3219.0,2114
M,Unknown,$80K - $120K,41,19782.0,868
F,Single,Less than $40K,51,2522.0,1898
F,Married,Less than $40K,43,3327.0,2517
F,Married,Unknown,42,4708.0,0
F,Divorced,Less than $40K,48,3745.0,2517
M,Single,$80K - $120K,53,11561.0,2189
F,Married,Unknown,44,8477.0,2517
F,Married,Less than $40K,59,2120.0,1411
F,Married,Less than $40K,45,2867.0,1209
F,Single,$40K - $60K,45,2293.0,1304
M,Single,$120K +,51,8671.0,590
F,Divorced,Unknown,49,34516.0,1163
F,Married,Unknown,43,2679.0,1694
M,Married,$80K - $120K,38,3224.0,0
F,Married,Unknown,45,1438.3,745
M,Single,$80K - $120K,54,7773.0,2465
F,Single,Unknown,44,8075.0,317
F,Single,Unknown,57,3052.0,1603
M,Married,$120K +,51,7932.0,2140
M,Unknown,$40K - $60K,48,1753.0,1434
F,Married,Less than $40K,48,5814.0,1176
F,Married,$40K - $60K,53,1989.0,1003
F,Single,$40K - $60K,55,1843.0,1520
F,Married,Unknown,52,1438.3,1228
F,Married,$40K - $60K,34,2991.0,1830
M,Married,$60K - $80K,43,9560.0,0
F,Unknown,Less than $40K,44,2616.0,2505
F,Single,Less than $40K,54,2939.0,2152
F,Married,Unknown,49,3085.0,966
M,Single,$80K - $120K,49,5275.0,1490
M,Married,$60K - $80K,41,1950.0,1618
F,Single,Unknown,43,2341.0,1818
F,Divorced,Less than $40K,40,3758.0,2047
M,Married,$80K - $120K,54,1621.0,618
F,Married,$40K - $60K,50,10946.0,1912
F,Single,Less than $40K,56,3422.0,2517
F,Married,Less than $40K,39,3108.0,778
F,Married,Less than $40K,33,3202.0,0
F,Single,Less than $40K,43,1855.0,907
F,Married,$40K - $60K,47,2155.0,1119
F,Single,Less than $40K,42,4150.0,2517
M,Married,$80K - $120K,45,2226.0,1229
F,Married,$40K - $60K,48,1610.0,0
F,Married,Unknown,53,2046.0,1260
F,Single,Less than $40K,52,1795.0,0
F,Married,Less than $40K,42,1531.0,987
F,Married,Less than $40K,53,1472.0,1196
F,Single,Less than $40K,50,1438.3,0
F,Single,$40K - $60K,37,2886.0,2198
F,Single,Less than $40K,39,10024.0,913
F,Married,Less than $40K,52,1760.0,0
F,Single,Less than $40K,38,1461.0,0
F,Single,$40K - $60K,51,8840.0,1794
F,Married,$40K - $60K,38,4468.0,2395
M,Unknown,$60K - $80K,42,2516.0,1360
F,Married,Less than $40K,35,1555.0,872
M,Unknown,$80K - $120K,57,1438.3,641
M,Married,$120K +,42,5195.0,468
M,Single,$120K +,57,17268.0,1197
M,Single,Unknown,37,1649.0,0
F,Married,Less than $40K,57,1609.0,0
F,Single,Less than $40K,43,3342.0,2517
M,Single,Less than $40K,63,6973.0,2517
M,Married,$120K +,43,17228.0,1331
M,Married,$40K - $60K,48,1898.0,0
F,Single,Less than $40K,46,1438.3,0
F,Unknown,Unknown,40,2321.0,1190
M,Married,$60K - $80K,52,8185.0,941
M,Single,$60K - $80K,53,3096.0,0
F,Married,Less than $40K,57,2129.0,1139
F,Married,Less than $40K,50,2615.0,1404
F,Divorced,$40K - $60K,46,3157.0,965
F,Married,Less than $40K,36,1707.0,0
F,Divorced,Less than $40K,49,1838.0,0
F,Married,Less than $40K,38,5523.0,2517
F,Single,Less than $40K,40,3021.0,0
F,Unknown,Less than $40K,44,7317.0,1540
F,Married,Less than $40K,59,5218.0,1907
F,Single,Less than $40K,53,1438.3,0
M,Married,$80K - $120K,54,11114.0,2482
M,Single,$80K - $120K,51,10648.0,2517
F,Single,Less than $40K,45,2976.0,2372
F,Divorced,Less than $40K,52,6629.0,2517
F,Married,Less than $40K,42,2812.0,2238
M,Married,$80K - $120K,48,10761.0,1722
F,Married,Less than $40K,40,1968.0,1781
M,Single,Less than $40K,55,3897.0,1247
M,Married,$40K - $60K,45,4721.0,1289
M,Divorced,$80K - $120K,40,34516.0,2052
F,Married,Less than $40K,33,2831.0,1167
F,Divorced,Unknown,57,2312.0,1789
M,Single,$80K - $120K,51,8924.0,0
F,Divorced,Less than $40K,58,1508.0,0
F,Single,Less than $40K,53,1438.3,630
M,Single,$80K - $120K,46,21350.0,1724
F,Married,Unknown,57,1438.3,0
F,Married,Unknown,52,10431.0,2163
M,Unknown,$40K - $60K,40,1438.3,0
F,Single,Unknown,37,2346.0,1621
F,Single,Less than $40K,47,1438.3,0
F,Unknown,Less than $40K,38,2369.0,0
F,Single,Less than $40K,42,3659.0,0
F,Married,Less than $40K,38,2153.0,1392
F,Single,Less than $40K,47,9430.0,0
M,Married,$80K - $120K,45,34516.0,1495
F,Single,$40K - $60K,44,3897.0,2296
M,Single,$80K - $120K,47,11671.0,1304
M,Single,$60K - $80K,48,11367.0,1999
F,Single,$40K - $60K,42,2575.0,2136
F,Married,$40K - $60K,42,3433.0,1869
M,Married,$60K - $80K,44,7317.0,959
F,Married,Less than $40K,46,4416.0,1333
M,Unknown,$60K - $80K,39,1715.0,0
F,Married,$40K - $60K,57,3667.0,809
F,Single,Unknown,54,1874.0,0
F,Married,Less than $40K,50,1438.3,491
F,Single,Less than $40K,56,1579.0,768
F,Married,$40K - $60K,54,1626.0,0
F,Married,Less than $40K,50,1596.0,1185
F,Married,$40K - $60K,56,2604.0,1395
F,Married,Unknown,61,3359.0,1405
F,Married,$40K - $60K,38,2363.0,2033
F,Single,Less than $40K,55,4978.0,923
M,Single,$80K - $120K,38,2155.0,1290
F,Married,$40K - $60K,38,4047.0,0
F,Married,Unknown,47,4345.0,2176
M,Single,$80K - $120K,55,1854.0,794
M,Married,$80K - $120K,50,5384.0,1396
F,Single,Less than $40K,48,1438.3,965
F,Single,Less than $40K,33,5141.0,1737
M,Married,$120K +,44,3977.0,1325
M,Single,$120K +,52,2507.0,1259
F,Unknown,Less than $40K,46,7199.0,1235
M,Married,$60K - $80K,41,3786.0,1171
F,Married,Less than $40K,50,13384.0,0
M,Single,$120K +,39,1726.0,1476
F,Married,Less than $40K,42,2873.0,2517
F,Single,Less than $40K,33,1438.3,0
F,Single,Less than $40K,44,1751.0,0
F,Married,$40K - $60K,42,7434.0,0
F,Single,Less than $40K,52,1438.3,787
F,Single,Less than $40K,59,1438.3,0
F,Divorced,$40K - $60K,45,2032.0,1195
M,Married,Unknown,61,6959.0,945
F,Divorced,Less than $40K,43,8203.0,0
M,Single,$120K +,59,4789.0,357
M,Single,$40K - $60K,46,2979.0,0
F,Single,Less than $40K,40,2391.0,0
F,Single,Less than $40K,63,7264.0,851
F,Single,Unknown,45,4348.0,1830
F,Married,Less than $40K,49,3002.0,1446
M,Married,$60K - $80K,42,4162.0,1641
F,Unknown,Less than $40K,46,2762.0,1793
F,Married,$40K - $60K,42,2705.0,2430
M,Married,$120K +,53,3742.0,1454
F,Married,Less than $40K,60,1671.0,1047
F,Divorced,Less than $40K,55,3282.0,2262
F,Single,Less than $40K,50,1529.0,710
F,Single,Less than $40K,34,2509.0,1897
F,Married,$40K - $60K,54,2471.0,0
F,Unknown,Unknown,42,9749.0,859
F,Unknown,Less than $40K,48,1438.3,0
M,Married,$120K +,46,4916.0,1122
F,Married,Less than $40K,47,2291.0,1419
F,Single,$40K - $60K,42,1528.0,820
F,Married,Unknown,52,8279.0,1582
M,Married,$60K - $80K,45,5945.0,2015
F,Married,Less than $40K,44,1438.3,0
F,Single,Less than $40K,54,1857.0,0
M,Married,$60K - $80K,42,3086.0,0
F,Married,Less than $40K,54,2598.0,1343
F,Married,$40K - $60K,38,5559.0,1600
M,Single,$80K - $120K,51,7562.0,1080
F,Married,Less than $40K,41,4662.0,0
F,Single,Less than $40K,52,2904.0,2517
F,Married,Less than $40K,42,2676.0,1962
F,Married,Unknown,46,5798.0,680
F,Single,Less than $40K,46,2665.0,2157
F,Single,$40K - $60K,55,2343.0,1780
F,Single,Less than $40K,29,2763.0,1879
F,Single,Unknown,62,10503.0,0
F,Married,Less than $40K,47,2780.0,2216
F,Married,Less than $40K,47,2234.0,2024
F,Single,Less than $40K,35,1649.0,0
F,Married,Unknown,42,5557.0,2246
F,Married,Unknown,48,6074.0,0
F,Married,Less than $40K,40,1728.0,0
F,Married,Unknown,46,3044.0,1973
F,Single,$40K - $60K,41,8482.0,585
F,Single,Unknown,35,1438.3,0
M,Single,$80K - $120K,52,3770.0,0
F,Single,$40K - $60K,56,2963.0,0
F,Single,Unknown,48,11750.0,487
F,Married,Less than $40K,41,1593.0,0
M,Single,$40K - $60K,38,10486.0,1544
F,Single,Less than $40K,48,2168.0,1323
F,Single,Unknown,38,5666.0,1393
M,Married,$80K - $120K,53,13679.0,0
F,Married,Less than $40K,45,2143.0,1479
F,Married,Less than $40K,57,4945.0,1779
F,Single,Less than $40K,54,1921.0,1334
F,Single,Less than $40K,45,3001.0,2055
F,Single,$40K - $60K,38,2132.0,1084
F,Married,Less than $40K,45,1663.0,1012
F,Divorced,Less than $40K,32,1732.0,0
F,Single,$40K - $60K,46,2652.0,2386
M,Married,$80K - $120K,41,5037.0,1670
F,Single,Unknown,51,6519.0,2178
F,Single,Less than $40K,60,2347.0,1488
F,Divorced,Less than $40K,31,2061.0,1904
M,Single,$40K - $60K,44,1643.0,0
F,Married,Unknown,49,5039.0,2489
F,Single,Less than $40K,53,2915.0,2041
F,Married,Less than $40K,33,1507.0,0
F,Married,Less than $40K,46,3073.0,2517
F,Married,Unknown,43,8314.0,1349
F,Unknown,Unknown,42,2798.0,1049
M,Single,$60K - $80K,40,20929.0,1652
M,Married,$120K +,46,1754.0,894
F,Single,Less than $40K,52,4209.0,0
M,Divorced,$40K - $60K,45,2449.0,0
M,Married,$80K - $120K,39,4618.0,0
F,Married,Less than $40K,41,1654.0,1093
F,Single,Less than $40K,49,1544.0,999
M,Single,$60K - $80K,60,3618.0,972
M,Single,$80K - $120K,37,3437.0,1064
M,Single,$80K - $120K,50,5965.0,622
F,Married,Less than $40K,46,2644.0,1517
F,Married,$40K - $60K,59,3481.0,603
F,Unknown,Less than $40K,49,3272.0,2085
F,Married,Less than $40K,35,3019.0,1462
F,Single,Less than $40K,52,1801.0,0
F,Single,Less than $40K,27,1438.3,0
F,Married,Less than $40K,41,2909.0,1201
F,Single,$40K - $60K,45,4688.0,0
F,Single,Less than $40K,37,1438.3,0
F,Married,Less than $40K,47,1438.3,0
F,Married,Less than $40K,41,1655.0,0
F,Divorced,$40K - $60K,47,1438.3,601
F,Single,Unknown,41,4745.0,1157
F,Divorced,Less than $40K,51,1438.3,0
F,Married,$40K - $60K,53,5182.0,2500
F,Single,Less than $40K,46,1438.3,0
F,Married,$40K - $60K,43,4287.0,0
F,Married,Unknown,54,1812.0,1798
F,Married,$40K - $60K,53,2304.0,1144
F,Married,Unknown,51,13623.0,1432
F,Single,Less than $40K,50,2765.0,0
M,Married,$120K +,54,3731.0,1903
F,Single,Less than $40K,46,2485.0,861
F,Single,Less than $40K,50,2446.0,1763
F,Married,Less than $40K,44,2020.0,0
F,Single,Less than $40K,48,2214.0,1025
F,Divorced,Less than $40K,45,1811.0,787
F,Single,Less than $40K,56,5254.0,0
F,Single,Less than $40K,36,1821.0,1486
F,Single,Less than $40K,44,3024.0,0
F,Single,Less than $40K,50,1930.0,952
F,Single,Less than $40K,54,1517.0,556
F,Married,Less than $40K,39,2024.0,0
M,Married,$120K +,53,19138.0,0
M,Single,$80K - $120K,56,16835.0,897
F,Married,Unknown,60,5549.0,0
F,Single,Less than $40K,42,2145.0,0
M,Married,$80K - $120K,43,4654.0,1349
M,Married,$60K - $80K,44,9114.0,0
F,Single,$40K - $60K,33,3043.0,2054
F,Married,$40K - $60K,53,4621.0,913
M,Single,$60K - $80K,44,2758.0,461
F,Married,Less than $40K,54,1740.0,0
F,Married,Unknown,34,7744.0,1804
F,Married,Less than $40K,50,3350.0,1335
M,Single,$120K +,40,34516.0,1427
F,Single,Unknown,47,2874.0,2201
F,Single,Unknown,40,2896.0,2100
F,Divorced,$40K - $60K,41,9294.0,1764
M,Married,$60K - $80K,47,9389.0,727
M,Married,$40K - $60K,44,9317.0,847
M,Unknown,$40K - $60K,34,7452.0,1656
F,Unknown,Less than $40K,39,1817.0,0
M,Single,$80K - $120K,58,10021.0,1952
F,Single,Less than $40K,42,2344.0,1081
F,Single,$40K - $60K,48,3072.0,1734
F,Single,Less than $40K,38,1946.0,1430
F,Married,Less than $40K,52,1471.0,0
F,Married,Less than $40K,42,1438.3,0
F,Married,Less than $40K,43,1484.0,0
F,Married,$40K - $60K,37,3233.0,2517
F,Single,Less than $40K,55,1745.0,1168
F,Divorced,Unknown,59,3709.0,1197
F,Married,Less than $40K,53,2160.0,2057
M,Single,$80K - $120K,41,1438.3,892
F,Single,Less than $40K,55,2638.0,1423
M,Married,$80K - $120K,56,10214.0,1433
F,Single,Less than $40K,52,3240.0,0
F,Married,$40K - $60K,58,2038.0,1099
M,Married,$40K - $60K,49,1438.3,0
F,Single,Less than $40K,53,1438.3,1030
M,Divorced,$80K - $120K,56,8111.0,2051
F,Married,Unknown,60,10730.0,970
F,Married,Unknown,46,2872.0,357
F,Married,Less than $40K,49,1567.0,0
M,Divorced,$80K - $120K,43,7278.0,0
F,Unknown,Less than $40K,45,1438.3,0
F,Single,Unknown,34,3190.0,1959
F,Unknown,Less than $40K,36,1470.0,458
M,Married,$80K - $120K,45,3081.0,2517
F,Married,Unknown,43,3793.0,2517
F,Married,Less than $40K,54,3034.0,2033
F,Married,Unknown,37,5245.0,1044
F,Single,Less than $40K,49,2960.0,0
F,Unknown,$40K - $60K,54,1779.0,0
F,Married,Less than $40K,43,1620.0,0
M,Single,$120K +,49,21680.0,1587
F,Single,Unknown,47,2952.0,0
F,Married,Less than $40K,53,3918.0,2517
M,Single,$120K +,52,12764.0,0
F,Married,Less than $40K,29,1438.3,0
F,Unknown,Less than $40K,50,3287.0,2517
F,Single,$40K - $60K,44,3891.0,1015
F,Unknown,$40K - $60K,49,4048.0,0
M,Married,$60K - $80K,51,3559.0,0
M,Single,$60K - $80K,47,2843.0,1752
F,Single,Less than $40K,58,2127.0,0
F,Single,Less than $40K,39,4325.0,2418
F,Married,$40K - $60K,42,1695.0,0
F,Single,Less than $40K,48,2648.0,1539
F,Single,Less than $40K,61,2602.0,1441
F,Single,Unknown,39,1811.0,0
M,Single,$60K - $80K,56,1891.0,1134
F,Single,Less than $40K,46,2881.0,2450
F,Single,$40K - $60K,42,2827.0,1896
F,Married,Less than $40K,48,4095.0,2517
F,Single,Less than $40K,34,1666.0,0
F,Married,Less than $40K,42,1438.3,0
F,Single,$40K - $60K,54,2205.0,1313
F,Married,Less than $40K,41,2890.0,2150
F,Unknown,Unknown,50,10417.0,2290
F,Married,Unknown,57,2363.0,1876
F,Single,Unknown,48,3137.0,860
F,Single,Less than $40K,51,1483.0,0
F,Married,Less than $40K,35,3009.0,2517
F,Married,Less than $40K,45,5087.0,2517
F,Married,$40K - $60K,46,1925.0,1202
M,Married,$120K +,56,7234.0,2055
F,Single,Less than $40K,57,2063.0,953
F,Single,$40K - $60K,58,5530.0,1233
F,Single,Less than $40K,58,3819.0,1882
F,Single,Less than $40K,59,2645.0,1127
F,Single,Unknown,51,5448.0,0
F,Single,Less than $40K,56,3495.0,1427
M,Single,$60K - $80K,50,8074.0,0
F,Married,Unknown,44,7772.0,0
F,Married,Less than $40K,42,3124.0,0
M,Married,$80K - $120K,56,8688.0,0
F,Married,Less than $40K,49,15987.0,0
F,Single,Less than $40K,47,15109.0,897
M,Married,$60K - $80K,42,4953.0,2039
M,Single,$120K +,50,22304.0,1333
F,Married,Less than $40K,27,1893.0,0
M,Single,$40K - $60K,38,2232.0,1163
F,Single,$40K - $60K,52,1766.0,0
M,Single,Less than $40K,59,3790.0,1149
M,Married,$40K - $60K,33,6392.0,1429
F,Married,Unknown,51,9989.0,568
F,Married,Unknown,56,1438.3,0
F,Married,Less than $40K,48,2559.0,1514
M,Single,$80K - $120K,53,34516.0,1198
F,Single,Less than $40K,41,1438.3,0
F,Married,Less than $40K,50,2473.0,1675
F,Single,$40K - $60K,34,4022.0,1680
F,Single,$40K - $60K,59,3510.0,941
F,Single,Less than $40K,57,2347.0,1900
F,Single,Less than $40K,56,1632.0,0
F,Married,Less than $40K,49,1522.0,0
F,Single,Less than $40K,44,2085.0,1528
F,Single,Unknown,60,3803.0,1448
F,Unknown,Less than $40K,47,3165.0,2517
F,Single,Less than $40K,60,4628.0,2327
F,Married,Less than $40K,52,2253.0,1981
F,Single,$40K - $60K,49,2655.0,2283
M,Single,$80K - $120K,54,20882.0,1525
M,Married,$80K - $120K,41,3306.0,706
F,Divorced,Less than $40K,45,2052.0,0
M,Married,$80K - $120K,42,8480.0,1339
F,Unknown,Less than $40K,53,2081.0,1342
F,Married,Unknown,53,4637.0,0
M,Married,$60K - $80K,53,1438.3,0
F,Married,Less than $40K,38,3420.0,1405
F,Single,Less than $40K,26,3416.0,1109
M,Married,$80K - $120K,46,2171.0,1043
F,Unknown,$40K - $60K,57,2791.0,1550
F,Single,Less than $40K,32,4445.0,1080
F,Married,Less than $40K,43,1530.0,0
F,Unknown,Less than $40K,48,1438.3,0
F,Single,Less than $40K,52,5721.0,0
F,Married,Unknown,38,3809.0,1172
F,Single,Less than $40K,48,3520.0,2149
F,Married,$40K - $60K,41,1604.0,0
F,Married,$40K - $60K,54,1632.0,351
M,Married,$40K - $60K,46,3914.0,1683
F,Married,Less than $40K,36,2328.0,1953
M,Married,$120K +,41,34516.0,2517
F,Single,Less than $40K,45,3883.0,847
F,Married,$40K - $60K,46,1438.3,819
F,Single,Less than $40K,51,3229.0,2517
F,Unknown,Less than $40K,44,3080.0,1776
F,Single,Less than $40K,38,2569.0,1288
F,Single,Less than $40K,50,4517.0,2238
F,Single,Less than $40K,46,2292.0,0
F,Single,Less than $40K,52,2510.0,1928
M,Unknown,Less than $40K,40,2420.0,191
F,Single,Less than $40K,38,2703.0,0
F,Married,Less than $40K,44,3047.0,2139
M,Single,$80K - $120K,54,7570.0,965
F,Married,Less than $40K,34,5795.0,924
F,Married,$40K - $60K,46,1441.0,642
F,Married,Less than $40K,50,2999.0,1817
M,Single,$60K - $80K,38,1438.3,1309
F,Married,$40K - $60K,44,1438.3,0
F,Married,$40K - $60K,51,4762.0,0
M,Unknown,$40K - $60K,40,4802.0,1701
F,Married,Less than $40K,51,2268.0,651
F,Married,$40K - $60K,51,1438.3,468
F,Married,Unknown,56,8204.0,1375
F,Married,Unknown,39,1827.0,0
F,Unknown,Unknown,47,4072.0,1594
F,Divorced,Less than $40K,31,1984.0,0
M,Single,$60K - $80K,48,8086.0,0
F,Single,Less than $40K,51,1588.0,1506
M,Single,$40K - $60K,47,1536.0,0
F,Unknown,Unknown,35,4460.0,0
F,Single,Unknown,46,11287.0,1513
M,Married,$80K - $120K,48,3430.0,2517
F,Single,Less than $40K,51,1759.0,1345
M,Single,$120K +,41,6314.0,0
F,Single,Unknown,57,7176.0,1493
F,Divorced,$40K - $60K,58,2295.0,0
M,Married,$60K - $80K,43,1438.3,0
F,Married,Less than $40K,48,1843.0,1802
M,Divorced,$40K - $60K,49,2181.0,1218
M,Single,$80K - $120K,47,4754.0,0
M,Single,$80K - $120K,43,11247.0,0
M,Single,$120K +,55,16258.0,865
M,Married,$120K +,49,34516.0,1316
M,Married,$60K - $80K,43,4255.0,1729
F,Single,Less than $40K,48,1438.3,0
F,Single,Less than $40K,57,3029.0,2214
F,Single,Unknown,56,9091.0,1306
M,Single,$60K - $80K,50,3318.0,2349
F,Single,Less than $40K,44,1791.0,0
F,Single,Less than $40K,43,1620.0,771
F,Single,Less than $40K,58,1552.0,0
F,Married,Less than $40K,53,3472.0,2517
F,Married,Less than $40K,48,10973.0,1466
M,Unknown,$120K +,50,25645.0,1083
F,Single,Less than $40K,59,4257.0,2517
F,Married,Less than $40K,42,3422.0,0
F,Single,Less than $40K,45,4977.0,1411
F,Married,$40K - $60K,33,1438.3,0
F,Divorced,Less than $40K,39,1438.3,801
F,Married,Unknown,40,3369.0,756
F,Single,Unknown,47,7114.0,1637
M,Single,$80K - $120K,38,10972.0,0
F,Married,$40K - $60K,45,1438.3,0
F,Single,$40K - $60K,48,2446.0,1461
M,Married,$60K - $80K,45,3439.0,0
F,Single,$40K - $60K,56,3005.0,1660
F,Married,Less than $40K,50,2033.0,841
F,Unknown,Less than $40K,53,2415.0,1643
M,Divorced,$60K - $80K,40,5051.0,0
M,Married,Unknown,49,3519.0,1336
M,Unknown,Less than $40K,26,10254.0,0
F,Single,Less than $40K,48,1853.0,1314
M,Single,$60K - $80K,51,28673.0,0
F,Single,Less than $40K,44,1895.0,0
F,Married,Less than $40K,56,2041.0,1158
F,Single,Less than $40K,46,1438.3,0
F,Single,Less than $40K,54,1572.0,985
F,Married,Unknown,48,3187.0,1937
F,Single,Unknown,59,7427.0,2421
F,Single,Less than $40K,50,1460.0,0
M,Single,$80K - $120K,52,25410.0,0
F,Married,Less than $40K,56,2143.0,1194
M,Single,$40K - $60K,42,8566.0,1484
M,Single,$60K - $80K,43,1438.3,0
F,Single,Less than $40K,59,3297.0,0
F,Married,Less than $40K,39,2816.0,2517
F,Married,Unknown,53,10533.0,330
F,Single,Less than $40K,53,2370.0,1166
F,Single,Less than $40K,35,1678.0,0
F,Married,Less than $40K,36,1493.0,0
F,Married,Less than $40K,51,2350.0,1272
F,Married,Less than $40K,50,2690.0,1614
F,Married,Unknown,42,7226.0,1889
F,Married,Less than $40K,54,3173.0,1822
F,Married,Less than $40K,43,2890.0,1392
F,Unknown,Less than $40K,46,3313.0,0
F,Single,$40K - $60K,40,2625.0,1594
F,Married,$40K - $60K,44,1834.0,0
F,Single,Less than $40K,43,3226.0,2145
M,Married,$60K - $80K,56,3426.0,1841
F,Married,Less than $40K,49,2174.0,785
F,Single,$40K - $60K,60,3959.0,0
F,Married,Less than $40K,49,2215.0,1347
F,Unknown,Less than $40K,47,2814.0,1595
M,Single,$60K - $80K,56,6941.0,1013
F,Single,Unknown,44,3269.0,0
F,Single,Less than $40K,42,3172.0,1160
F,Married,Less than $40K,54,2452.0,1012
F,Married,Less than $40K,36,5070.0,0
M,Single,$40K - $60K,56,1466.0,723
F,Married,Less than $40K,52,2427.0,2362
M,Single,$120K +,59,17999.0,1861
F,Married,$40K - $60K,44,4553.0,1538
F,Married,Unknown,55,2953.0,1896
F,Unknown,$40K - $60K,39,4363.0,0
F,Married,Less than $40K,57,1894.0,0
F,Married,Less than $40K,48,2097.0,1255
M,Divorced,$60K - $80K,47,1983.0,989
F,Unknown,Less than $40K,50,2210.0,1539
M,Married,$60K - $80K,52,7879.0,1007
F,Married,$40K - $60K,46,3336.0,1687
F,Married,Less than $40K,34,1726.0,1398
F,Single,Less than $40K,45,2917.0,1523
F,Married,Unknown,39,3023.0,1348
M,Married,$40K - $60K,49,1915.0,1545
M,Unknown,$40K - $60K,43,4878.0,2098
F,Married,Less than $40K,41,2066.0,1542
F,Married,$40K - $60K,53,2164.0,1115
F,Unknown,Less than $40K,42,6250.0,1835
F,Married,Less than $40K,43,1484.0,0
M,Unknown,$40K - $60K,45,4718.0,1591
F,Married,Less than $40K,44,2275.0,1265
F,Single,Less than $40K,44,1438.3,1169
F,Married,Less than $40K,51,3683.0,1039
F,Divorced,Less than $40K,38,2722.0,1303
M,Married,$80K - $120K,43,34516.0,2045
M,Married,$60K - $80K,48,2072.0,1499
M,Married,$120K +,53,6383.0,1512
